央视频道,#genre#
視頻3,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
动漫秀场,http://112.50.243.8:80/PLTV/88888888/224/3221226141/1.m3u8
游戏风云,http://112.50.243.8:80/PLTV/88888888/224/3221226142/1.m3u8
法治天地,http://112.50.243.8:80/PLTV/88888888/224/3221226143/1.m3u8
中教一套,http://112.50.243.8:80/PLTV/88888888/224/3221226954/1.m3u8
金鹰卡通,http://112.50.243.8:80/PLTV/88888888/224/3221226746/1.m3u8
卡酷少儿,http://112.50.243.8:80/PLTV/88888888/224/3221225871/1.m3u8
炫动卡通,http://112.50.243.8:80/PLTV/88888888/224/3221225872/1.m3u8
山东教育,http://112.50.243.8:80/PLTV/88888888/224/3221225873/1.m3u8
优漫卡通,http://112.50.243.8:80/PLTV/88888888/224/3221225874/1.m3u8
快乐购FHD,http://112.50.243.8:80/PLTV/88888888/224/3221226130/1.m3u8
央广购物,http://112.50.243.8:80/PLTV/88888888/224/3221225893/1.m3u8
风尚购物,http://112.50.243.8:80/PLTV/88888888/224/3221225875/1.m3u8
家有购物,http://112.50.243.8:80/PLTV/88888888/224/3221225876/1.m3u8
黑莓动画,http://112.50.243.8:80/PLTV/88888888/224/3221225878/1.m3u8
黑莓电影,http://112.50.243.8:80/PLTV/88888888/224/3221225878/1.m3u8
黑莓电竞,http://112.50.243.8:80/PLTV/88888888/224/3221226676/1.m3u8
黑莓电竞,http://112.50.243.8:80/PLTV/88888888/224/3221225895/1.m3u8
NewTV超级综艺,http://112.50.243.8:80/PLTV/88888888/224/3221225801/1.m3u8
NewTV超级体育,http://112.50.243.8:80/PLTV/88888888/224/3221225925/1.m3u8
NewTV超级电影,http://112.50.243.8:80/PLTV/88888888/224/3221225804/1.m3u8
NewTV超级电视,http://112.50.243.8:80/PLTV/88888888/224/3221225806/1.m3u8
NewTV爱情喜剧,http://112.50.243.8:80/PLTV/88888888/224/3221225891/1.m3u8
NewTV动作电影,http://112.50.243.8:80/PLTV/88888888/224/3221225879/1.m3u8
NewTV古装剧场,http://112.50.243.8:80/PLTV/88888888/224/3221225880/1.m3u8
NewTV家庭剧场,http://112.50.243.8:80/PLTV/88888888/224/3221225882/1.m3u8
NewTV健康有约,http://112.50.243.8:80/PLTV/88888888/224/3221225883/1.m3u8
NewTV金牌综艺,http://112.50.243.8:80/PLTV/88888888/224/3221225884/1.m3u8
NewTV惊悚悬疑,http://112.50.243.8:80/PLTV/88888888/224/3221225885/1.m3u8
NewTV精品体育,http://112.50.243.8:80/PLTV/88888888/224/3221225886/1.m3u8
NewTV军旅剧场,http://112.50.243.8:80/PLTV/88888888/224/3221225887/1.m3u8
NewTV精品纪录,http://112.50.243.8:80/PLTV/88888888/224/3221225888/1.m3u8
NewTV精品大剧,http://112.50.243.8:80/PLTV/88888888/224/3221225889/1.m3u8
NewTV军事评论,http://112.50.243.8:80/PLTV/88888888/224/3221225890/1.m3u8
NewTV搏击,http://112.50.243.8:80/PLTV/88888888/224/3221225895/1.m3u8
NewTV中国功夫,http://112.50.243.8:80/PLTV/88888888/224/3221225896/1.m3u8
NewTV潮妈辣婆,http://112.50.243.8:80/PLTV/88888888/224/3221226107/1.m3u8
NewTV炫舞未來,http://112.50.243.8:80/PLTV/88888888/224/3221226699/1.m3u8
咪咕PP体育,http://112.50.243.8:80/PLTV/88888888/224/3221226833/1.m3u8
BesTV未知视频0,http://112.50.243.8:80/PLTV/88888888/224/3221226754/1.m3u8
BesTV未知视频1,http://112.50.243.8:80/PLTV/88888888/224/3221225881/1.m3u8
BesTV未知视频2,http://112.50.243.8:80/PLTV/88888888/224/3221226631/1.m3u8
BesTV未知视频3,http://112.50.243.8:80/PLTV/88888888/224/3221226692/1.m3u8
BesTV未知视频4,http://112.50.243.8:80/PLTV/88888888/224/3221226708/1.m3u8
BesTV未知视频5,http://112.50.243.8:80/PLTV/88888888/224/3221226712/1.m3u8
BesTV未知视频6,http://112.50.243.8:80/PLTV/88888888/224/3221226736/1.m3u8
BesTV未知视频7,http://112.50.243.8:80/PLTV/88888888/224/3221226732/1.m3u8
BesTV未知视频8,http://112.50.243.8:80/PLTV/88888888/224/3221226741/1.m3u8
BesTV未知视频9,http://112.50.243.8:80/PLTV/88888888/224/3221226743/1.m3u8
电视指南1,http://112.50.243.8:80/PLTV/88888888/224/3221226664/1.m3u8
电视指南2,http://112.50.243.8:80/PLTV/88888888/224/3221226866/1.m3u8
厦门卫视,http://112.50.243.8:80/PLTV/88888888/224/3221226781/1.m3u8
厦门-1套,http://112.50.243.8:80/PLTV/88888888/224/3221226814/1.m3u8
厦门-2套,http://112.50.243.8:80/PLTV/88888888/224/3221226777/1.m3u8
厦门-3套,http://112.50.243.8:80/PLTV/88888888/224/3221226760/1.m3u8
厦门-4套,http://112.50.243.8:80/PLTV/88888888/224/3221226764/1.m3u8

广西地方,#genre#
CCTV-1,http://stream4.jlntv.cn/cctv1/sd/live.m3u8
中国天气,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221227438/index.m3u8
中国天气,http://hls.weathertv.cn/tslslive/qCFIfHB/hls/live_sd.m3u8
广西卫视,http://mobilelive.gxtv.cn/live/nn_live1004/playlist.m3u8
广西卫视,http://cctvalih5ca.v.myalicdn.com/wstv/guangxi_2/index.m3u8
广西都市,http://mobilelive.gxtv.cn/live/nn_live1006/playlist.m3u8
广西公共,http://mobilelive.gxtv.cn/live/nn_live1000/playlist.m3u8
广西影视,http://mobilelive.gxtv.cn/live/nn_live1003/playlist.m3u8
广西综艺,http://mobilelive.gxtv.cn/live/nn_live1005/playlist.m3u8
广西新闻,http://mobilelive.gxtv.cn/live/nn_live1007/playlist.m3u8
广西移动,http://mobilelive.gxtv.cn/live/nn_live1008/playlist.m3u8
广西国际,http://mobilelive.gxtv.cn/live/nn_live1009/playlist.m3u8
广西科教,http://mobilelive.gxtv.cn/live/nn_live1010/playlist.m3u8
广西购物,http://mobilelive.gxtv.cn/live/nn_live1002/playlist.m3u8
南宁综合,http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁娱乐,http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
南宁都市,http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
南宁公共,http://hls.nntv.cn/nnlive/NNTV_PUB_A.m3u8
厦门卫视,http://112.50.243.8:80/PLTV/88888888/224/3221226781/1.m3u8
厦门-1套,http://112.50.243.8:80/PLTV/88888888/224/3221226814/1.m3u8
厦门-2套,http://112.50.243.8:80/PLTV/88888888/224/3221226777/1.m3u8
厦门-3套,http://112.50.243.8:80/PLTV/88888888/224/3221226760/1.m3u8
厦门-4套,http://112.50.243.8:80/PLTV/88888888/224/3221226764/1.m3u8
马山电视,http://hls.nntv.cn/nnlive/MSTV_A.m3u8
隆安电视,http://hls.nntv.cn/nnlive/LATV_A.m3u8
柳州综合,http://liveplay.lztvnet.com/live/31750_cc3fcb0f68b311e992905cb9018cf0d4.m3u8
柳州科教,http://liveplay.lztvnet.com/live/31750_e1bbfc0b68b311e992905cb9018cf0d4.m3u8
忻城电视,http://222.216.244.93:19355/xctv/ch2.m3u8
賓陽電視,http://live.mudu.tv/watch/w4j7vs.m3u8
横县电视,http://live.mudu.tv/watch/pnw265.m3u8
崇左综合,http://live.mudu.tv/watch/hemxbj.m3u8
来宾综合,http://live.mudu.tv/watch/gfctsa.m3u8
贺州电视,http://live.mudu.tv/watch/kwe7ad.m3u8
灵山电视,http://live.mudu.tv/watch/w0gec5.m3u8
田东电视,http://live.mudu.tv/watch/nczet8.m3u8
凌云电视,http://live.mudu.tv/watch/0c7jnn.m3u8
靖西卫视,http://live.mudu.tv/watch/7ht25n.m3u8
那坡电视,http://live.mudu.tv/watch/dmwnbe.m3u8
北海综合,http://live.mudu.tv/watch/251d94.m3u8
北海公共,http://live.mudu.tv/watch/pypq41.m3u8
北海经济,http://live.mudu.tv/watch/x5038y.m3u8
陆川电视,http://live.mudu.tv/watch/s3924v.m3u8
容县电视,http://live.mudu.tv/watch/ypa0a6.m3u8
平乐电视,http://live.mudu.tv/watch/c7dsrc.m3u8
阳朔电视,http://live.mudu.tv/watch/18bunw.m3u8
荔浦电视,http://live.mudu.tv/watch/kvfzk2.m3u8
灌阳电视,http://live.mudu.tv/watch/pu8hrv.m3u8
罗城综合,http://www.3jlc.cn:21953/lctvlive/lch.m3u8
玉林公共,http://pili-live-hls.yldst.sobeylive.com/yldst2019/ylgg.m3u8
玉林知识,http://pili-live-hls.yldst.sobeylive.com/yldst2019/ylzs.m3u8
防城综合,https://live.fcgtvb.com/live/app1.m3u8?auth_key=1604480433-0-0-e42eb9c05386b5bc55c6a809943ebb1f
防城公共,http://live.fcgtvb.com/live/app3.m3u8?auth_key=1605689054-0-0-23fb97339caf6f5b76bc29e7662c4d8e
重庆卫视,http://219.153.252.50/PLTV/88888888/224/3221225549/chunklist.m3u8
重庆卫视,http://219.153.252.50/PLTV/88888888/224/3221225483/chunklist.m3u8
深圳龙岗,http://liveplay.sznews.com/66_norecord_live/357.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
平潭综合,http://31191.hlsplay.aodianyun.com/tv_radio_31191/tv_channel_907.m3u8
沙县新闻综合,http://35498.hlsplay.aodianyun.com/guangdianyun_35498/tv_channel_425.m3u8
沙县小吃旅游,http://35498.hlsplay.aodianyun.com/guangdianyun_35498/tv_channel_426.m3u8
长乐综合,http://35908.hlsplay.aodianyun.com/guangdianyun_35908/tv_channel_327.m3u8
安溪综合,http://36351.hlsplay.aodianyun.com/tv_radio_36351/tv_channel_1025.m3u8
福清综合,http://37652.hlsplay.aodianyun.com/tv_radio_37652/tv_channel_699.m3u8
尤溪新闻高清,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_765.m3u8
尤溪城市高清,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8
尤溪旅游宣传,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_767.m3u8
永春影视,http://39768.hlsplay.aodianyun.com/tv_radio_39768/tv_channel_1168.m3u8
厦门卫视高清,http://cstvpull.live.wscdns.com/live/xiamen.flv
厦门1套高清,http://cstvpull.live.wscdns.com/live/xiamen1.flv
厦门2套高清,http://cstvpull.live.wscdns.com/live/xiamen2.flv
厦门3套高清,http://cstvpull.live.wscdns.com/live/xiamen3.flv
厦门4套高清,http://cstvpull.live.wscdns.com/live/xiamen4.flv
厦门移动,http://cstvpull.live.wscdns.com/live/xiamenyidong.flv
宁化新闻综合,http://fjnh.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
武夷山1,http://fjwys.chinashadt.com:2036/live/1.stream/chunklist_w1140471487.m3u8
武夷山2,http://fjwys.chinashadt.com:2036/live/3.stream_360p/chunklist_w1921326986.m3u8
宁德综合,http://live.nddst.com/ndtv1/playlist.m3u8
宁德公共,http://live.nddst.com/ndtv2/playlist.m3u8
福州新闻综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
福州新闻综合,http://live1.fzntv.cn/live/zohi_fztv1/playlist.m3u8
福州影视,http://live1.fzntv.cn/live/zohi_fztv2/playlist.m3u8
福州生活,http://live1.fzntv.cn/live/zohi_fztv3/playlist.m3u8
厦门一套,https://live1.kxm.xmtv.cn/xm1/tvzb/live.m3u8
厦门一套,https://live1.kxm.xmtv.cn/xm1/playlist.m3u8
厦门二套,https://live1.kxm.xmtv.cn/xm2/playlist.m3u8
厦门三套,https://live1.kxm.xmtv.cn/xm3/tvzb/live.m3u8
厦门三套,https://live1.kxm.xmtv.cn/xm3/playlist.m3u8
厦门卫视,https://live1.kxm.xmtv.cn/xmtv/tvzb/live.m3u8
厦门卫视,https://live1.kxm.xmtv.cn/xmtv/playlist.m3u8
厦门移动,https://live1.kxm.xmtv.cn/xmyidong/tvzb/live.m3u8
厦门移动,https://live1.kxm.xmtv.cn/xmyidong/playlist.m3u8
南安新闻综合,http://natv.cnjrna.com:3000/channel/sovp/1000000000000018/video_1564_none.m3u8
福安综合,http://r.gslb.lecloud.com/live/hls/2017102030000008116/desc.m3u8
晋江高清,http://stream.jinjiang.tv/1/sd/live.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共,http://stream.lytv.net.cn/1/sd/live.m3u8
新罗电视台一,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视台二,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
三明综合,http://stream.smntv.cn/smtv1/sd/live.m3u8
三明公共,http://stream.smntv.cn/smtv2/sd/live.m3u8
黑龙江影视频道,http://stream3.hljtv.com/hljys2/sd/live.m3u8
黑龙江文艺频道,http://stream3.hljtv.com/hljwy2/sd/live.m3u8
黑龙江都市频道,http://stream3.hljtv.com/hljdd2/sd/live.m3u8
黑龙江公共农业频道,http://stream3.hljtv.com/hljgg2/sd/live.m3u8
黑龙江少儿频道,http://stream3.hljtv.com/hljse2/sd/live.m3u8
永泰电视台,http://ytrmtzx.com:8278/yongtaipindao1/playlist.m3u8
瑞丽,http://live.ynurl.com/video/s10021-rltv/index.m3u8
嘉佳卡通,http://nclive.grtn.cn/jjkt/sd/live.m3u8#http://nclive.grtn.cn/jjkt/sd/live.m3u8#http://nclive.grtn.cn/jjkt/sd/live.m3u8
番禺综合台,http://live.pybtv.cn/channel1/sd/live.m3u8?_upt=16fb00e01563813775
韶关综合台,https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
澳门有线③台,http://202.175.127.77/live/show/ch3/index.m3u8
澳门有线①台,http://202.175.127.77/live/show/ch1/index.m3u8
澳门有线②台,http://202.175.127.77/live/show/ch2/index.m3u8
广东卫视,http://nclive.grtn.cn/gdws/sd/live.m3u8
广东体育,http://nclive.grtn.cn/typd/sd/live.m3u8
广东经济科教,http://nclive.grtn.cn/tvs1hd/hd/live.m3u8#http://nclive.grtn.cn/tvs1/sd/live.m3u8
广东南方卫视,http://nclive.grtn.cn/tvs2/sd/live.m3u8
广东综艺,http://nclive.grtn.cn/4K/sd/live.m3u8#http://nclive.grtn.cn/4K/sd/live.m3u8
广东影视,http://nclive.grtn.cn/tvs4/sd/live.m3u8#http://nclive.grtn.cn/tvs4/sd/live.m3u8#http://nclive.grtn.cn/tvs4/sd/live.m3u8
广东少儿,http://nclive.grtn.cn/tvs5/sd/live.m3u8#http://nclive.grtn.cn/tvs5/sd/live.m3u8#http://nclive.grtn.cn/tvs5/sd/live.m3u8
广东珠江,http://nclive.grtn.cn/zjpd/sd/live.m3u8#http://nclive.grtn.cn/zjpd/sd/live.m3u8#http://nclive.grtn.cn/zjpd/sd/live.m3u8
广东新闻,http://nclive.grtn.cn/xwpd/sd/live.m3u8#http://nclive.grtn.cn/xwpd/sd/live.m3u8#http://nclive.grtn.cn/xwpd/sd/live.m3u8
广东公共,http://nclive.grtn.cn/ggpd/sd/live.m3u8#http://nclive.grtn.cn/ggpd/sd/live.m3u8
广东国际,http://nclive.grtn.cn/gjpd/sd/live.m3u8#http://nclive.grtn.cn/gjpd/sd/live.m3u8#http://nclive.grtn.cn/gjpd/sd/live.m3u8
广州综合,http://aplay.gztv.com/sec/zhonghe.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=44&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
广州新闻,http://aplay.gztv.com/sec/xinwen.m3u8
广州法治,http://aplay.gztv.com/sec/jingji.m3u8
广州竞赛,http://aplay.gztv.com/sec/jingsai.m3u8#http://aplay.gztv.com/sec/jingsai.m3u8
广州影视,http://aplay.gztv.com/sec/yingshi.m3u8
广州少儿,http://aplay.gztv.com/sec/shaoer.m3u8
广州生活,http://aplay.gztv.com/sec/shenghuo.m3u8#http://aplay.gztv.com/sec/shenghuo.m3u8
广州番禺HD,http://live.pybtv.cn/channel1/sd/live.m3u8
广州增城,http://202.168.164.38:8083/videos/live/19/27/QEQXMtU5AUpwo/QEQXMtU5AUpwo.M3U8
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8#http://dslive.grtn.cn/stzh/sd/live.m3u8
佛山综合,http://dslive.grtn.cn/fszh/sd/live.m3u8#http://dslive.grtn.cn/fszh/sd/live.m3u8
韶关综合,http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8#http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8
东莞综合,http://dslive.grtn.cn/dgzh/sd/live.m3u8#http://dslive.grtn.cn/dgzh/sd/live.m3u8
惠州综合,http://dslive.grtn.cn/hzzh/sd/live.m3u8#http://livehuiz.sobeycache.com/live/zb01.m3u8?auth_key=1590030432-0-0-1bbff456219cf4a695137623cd8cb183
梅州综合,http://dslive.grtn.cn/mzzh/sd/live.m3u8#http://dslive.grtn.cn/mzzh/sd/live.m3u8
湛江综合,http://dslive.grtn.cn/zjzh/sd/live.m3u8#http://dslive.grtn.cn/zjzh/sd/live.m3u8
汕尾综合,http://dslive.grtn.cn/swzh/sd/live.m3u8#http://dslive.grtn.cn/swzh/sd/live.m3u8
江门综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8#http://dslive.grtn.cn/jmzh/sd/live.m3u8
云浮综合,http://dslive.grtn.cn/yfzh/sd/live.m3u8#http://dslive.grtn.cn/yfzh/sd/live.m3u8
珠海综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8#http://dslive.grtn.cn/zhzh/sd/live.m3u8
河源综合,http://dslive.grtn.cn/hyzh/sd/live.m3u8#http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8#http://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8
潮州综合,http://dslive.grtn.cn/czzh/sd/live.m3u8#http://live.zscz0768.com/live/zhpd.m3u8#http://live.zscz0768.com/live/zhpd.m3u8
茂名综合,http://dslive.grtn.cn/mmzh/sd/live.m3u8
潮州公共,http://live.zscz0768.com/live/ggpd.m3u8#http://live.zscz0768.com/live/ggpd.m3u8#http://live.zscz0768.com/live/ggpd.m3u8
蛇口,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
潮州綜合頻道,http://live.zscz0768.com/live/zhpd.m3u8
甘肃经济频道,http://stream.gstv.com.cn/jjpd/sd/live.m3u8#http://stream.gstv.com.cn/jjpd/sd/live.m3u8
甘肃少儿频道,http://stream.gstv.com.cn/sepd/sd/live.m3u8#http://stream.gstv.com.cn/sepd/sd/live.m3u8
甘肃公共频道,http://stream.gstv.com.cn/ggpd/sd/live.m3u8#http://stream.gstv.com.cn/ggpd/sd/live.m3u8
甘肃文化影视,http://stream.gstv.com.cn/whys/sd/live.m3u8#http://stream.gstv.com.cn/whys/sd/live.m3u8
甘肃移动电视,http://stream.gstv.com.cn/ydds/sd/live.m3u8#http://stream.gstv.com.cn/ydds/sd/live.m3u8
甘肃品质生活,http://stream.gstv.com.cn/pzsh/sd/live.m3u8#http://stream.gstv.com.cn/pzsh/sd/live.m3u8
金昌综合频道,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8#http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金昌公共频道,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8#http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
武汉电视,http://stream.appwuhan.com/2tzb/sd/live.m3u8
武汉生活,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉经济,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体,http://stream.appwuhan.com/5tzb/sd/live.m3u8
湖北卫视,http://live.cjyun.org/hubeitv/s10008-live-hbws.m3u8
湖北综合,http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北经视,http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
湖北影视,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北生活,http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
公共新闻,http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
垄上频道,http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
浙江少儿,http://111.40.205.87/PLTV/88888888/224/3221225643/index.m3u8
河北少儿,http://live.wifizs.cn/qdly/sd/live.m3u8#http://weblive.hebtv.com/live/hbse_bq/index.m3u8#http://weblive.hebtv.com/live/hbse_bq/index.m3u8
北京体育,http://stream.guihet.com/tv/116.php?id=003
河北经济,http://ls.qingting.fm/live/4546579.m3u8#http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北公共,http://ls.qingting.fm/live/91019.m3u8#http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
浙江民生,http://ls.qingting.fm/live/23891.m3u8
浙江经济生活,http://ls.qingting.fm/live/1099.m3u8
厦门三套,http://stream.snrtv.com/sxtvs-nl.m3u8
泉州综合,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=002&Provider_id=&Pcontent_id=index.m3u8
阜阳新闻综合,http://219.153.252.50/PLTV/88888888/224/3221225623/chunklist.m3u8#http://120.210.216.73:8080/ysten-business/reallive/fyxwpd/1.m3u8
阜阳公共频道,http://live.zjmc.tv/3/sd/live.m3u8
岳西综合频道,http://123.146.162.24:8017/Cz7WPb8/800/live.m3u8#http://58.243.4.22:1935/live/zonghe/playlist.m3u8
岳西图文频道,http://123.146.162.24:8017/c2F0hmi/1000/live.m3u8#http://58.243.4.22:1935/live/tuwen/playlist.m3u8
萧县新闻综合,http://222.179.155.21:1935/ch0.m3u8
宁德新闻综合,http://119.39.242.52:1935/live/gonggong/playlist.m3u8
宁德公共频道,http://live1.rdxmt.com/shfw/sd/live.m3u8
福安综合,http://dslive.grtn.cn/czzh/sd/live.m3u8#http://r.gslb.lecloud.com/live/hls/2017102030000008116/desc.m3u8
甘南藏语频道,http://live.xtgdw.cn:1935/live/xtsh/playlist.m3u8#http://live.gnrtv.com:9600/live/live2/tzwj_video.m3u8
防城港新闻综合,http://219.153.252.50/PLTV/88888888/224/3221225644/chunklist.m3u8#http://221.7.232.46:10190/live/myStream/playlist.m3u8
黔西南综合,http://219.153.252.50/PLTV/88888888/224/3221225638/chunklist.m3u8#http://live.qxndt.com/channel2/sd/live.m3u8
济源电视一套,http://ts2.ijntv.cn/jnse/sd1/live.m3u8#http://218.28.111.98:81/hls/live2.m3u8
黄冈新闻频道,http://hbgt.chinashadt.com:1935/live/stream:gtzh.stream_720p/playlist.m3u8#http://huanggang.live.cjyun.org/video/s10120-xwzh.m3u8
大冶一套,http://116.199.5.51:8114/00000000/hls/index.m3u8?Fsv_chan_hls_se_idx=130&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8#http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8
大冶二套,http://117.148.187.37/PLTV/88888888/224/3221226461/index.m3u8#http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8
湖南经视,http://ls.qingting.fm/live/1207.m3u8
株洲新闻综合,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
东营科教频道,http://111.40.205.76/PLTV/88888888/224/3221225666/index.m3u8
德州新闻频道,http://stream.zjjrtv.com/zjjtv1/hd/live.m3u8#http://video.dztv.tv:1935/live/xwzh_gq/playlist.m3u8
宜宾新闻综合,http://217.20.164.181/live/rada480p.stream/playlist.m3u8
阿坝综合频道,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_356.m3u8
哆啦A梦,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_duolaameng_1080p_t10/c15_lb_duolaameng_1080p_t10.m3u8
名侦探柯南,http://jvc.flashapp.cn/baiducdnct.inter.iqiyi.com/tslive/c20_lb_mingzhentankenan_720p_t10/c20_lb_mingzhentankenan_720p_t10.m3u8
睡前故事,http://hls-ott-zhibo.wasu.tv/live/332/index.m3u8
儿歌大全,http://101.72.196.41/r/baiducdnct.inter.iqiyi.com/tslive/c15_lb_ergedaquan_1080p_t10/c15_lb_ergedaquan_1080p_t10.m3u8
北京少儿,http://ivi.bupt.edu.cn/hls/btv10.m3u8
动漫电影,http://112.17.40.140/PLTV/88888888/224/3221226178/index.m3u8
CCTV-14少儿,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226229/1.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226354/index.m3u8
河北农民,http://weblive.hebtv.com/live/nmpd_bq/index.m3u8#http://zhjz.chinashadt.com:2036/live/1.stream/chunklist.m3u8
阳泉综合,http://live.yqrtv.com:6505/live/ch1.m3u8#http://124.166.252.222:6505/live/ch1.m3u8
石狮综合,http://218.5.112.180:88/live/dssl/playlist.m3u8#http://218.5.112.180:88/live/dssl/playlist.m3u8#http://yf.m.l.cztv.com/channels/lantian/audio05/128k.m3u8
深圳蛇口,http://218.17.99.211:82/hls/d4encs75.m3u8
海口一套,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKmL4K2dmqqW7KGgn6uWoqk/playlist.m3u8
海口二套,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKiL4K2dmqqW7KGgn6uWoqc/playlist.m3u8
海口三套,http://hls.hkbtv.cn/hkbtv/0a2dnq6ZoKKknKeL4K2dmqqW7KGgn6uWoqU/playlist.m3u8
西安影视,http://stream2.xiancity.cn/xatv4/sd/live.m3u8#http://121.31.30.90:8085/ysten-business/live/hdbeijingstv/1.m3u8
江西新闻HD,http://live02.jxtvcn.com.cn/live-jxtvcn/jxtv07.m3u8
蚌埠公共频道,http://newvod.ahbbtv.com:1935/live/smil:ggpd_copy.smil/playlist.m3u8
阜阳都市频道,http://120.210.216.73:8080/ysten-business/reallive/fydspd/1.m3u8
马鞍山新闻综合,http://live.massp.cn:5011/vod/video_hls/c01.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226275/index.m3u8
肥西综合频道,http://60.168.145.236:1936/live/xinwen/playlist.m3u8
肥西生活频道,http://60.168.145.236:1936/live/movie/playlist.m3u8
涡阳新闻综合,http://220.180.110.101:8083/videos/live/36/57/hwEHU4UVQ1Iv5/hwEHU4UVQ1Iv5.m3u8
浦城电视一套,http://fjpc.chinashadt.com:2036/live/pcxw.stream/playlist.m3u8
浦城电视二套,http://fjpc.chinashadt.com:2036/live/pc2.stream/playlist.m3u8
电白视窗,http://gddb.chinashadt.com:1935/live/video2.stream/playlist.m3u8
长安公共,http://r.gslb.lecloud.com/live/hls/2018070530000005813/desc.m3u8
秦皇岛新闻,http://vod.qhdcm.com:1935/live/qhdtv1/800K/tzwj_video.m3u8
承德县新闻,http://r.gslb.lecloud.com/live/hls/2018060630000005i13/desc.m3u8
涉县新闻综合,http://hbsx.chinashadt.com:2036/live/stream:sxzh.stream/playlist.m3u8
涉县文化娱乐,http://hbsx.chinashadt.com:2036/live/stream:sxyl.stream/playlist.m3u8
馆陶美丽乡村,http://hbgt.chinashadt.com:1935/live/stream:mlxc.stream_720p/playlist.m3u8
迁安新闻综合,http://app.qatv.cn:1936/live/stream:xwzh.stream_720p/playlist.m3u8
